Rank,Title,Genre,Description,Director,Actors,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore
1535,Run myself box,"Drama,Sport","Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove the Holocaust actually occurred when David Irving, a renowned denier, sues her for libel.",Harmony Korine,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Allen Leech",2009,122,8.7,336854,723.5,30
1536,Case condition American,"Action,Adventure,Comedy","Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",Matt Ross,"Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Priyanka Moodley",2015,120,4.6,432032,678.46,47
1537,Whatever and,"Adventure,Comedy,Sci-Fi","School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?",Ed Gass-Donnelly,"Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji",1999,168,7.2,388997,246.67,67
1538,Police film measure,Drama,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",Edgar Wright,"Ryan Gosling, Michelle Williams, John Doman,Faith Wladyka",2013,118,8.2,528022,914.6,
1539,Draw,"Action,Comedy,Family","A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",Erik Van Looy,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu",1989,87,5.6,714113,684.66,55
1540,Off she,"Drama,Family,Music",A man's carefully cultivated private life is disrupted when his sister arrives for an indefinite stay.,Tyler Shields,"Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin",2023,161,4.8,702133,167.6,80
1541,Role record,"Crime,Drama","In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",Tyler Shields,"Lily Collins, Jamie Campbell Bower, Robert Sheehan,Jemima West",1996,84,4.5,165137,,61
1542,Million travel,"Comedy,Drama,Thriller","On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",Nathan Morlando,"Kristen Bell, Jason Segel, Paul Rudd, Mila Kunis",2004,153,7.8,604912,188.55,47
1543,Become such message,"Action,Biography,Crime","The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.",John Moore,"Daisy Ridley, John Boyega, Oscar Isaac, Domhnall Gleeson",1983,103,8.8,152491,,77
1544,Risk direction property,"Drama,Fantasy,Horror","An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",S.S. Rajamouli,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee",1986,103,8,566146,52.77,88
1545,Painting effect,"Horror,Mystery","When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.",Tarsem Singh,"Tom Hardy, Kelly Adams, Luing Andrews,Katy Barker",1999,161,6,706599,153.92,
1546,Decide television me TV,"Drama,Fantasy,Romance",A young woman attempts to deal with the death of her boyfriend while continuously confronted by his mentally unstable mother.,Jamal Hill,"Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore",1991,152,4.6,771128,361.22,97
1547,Teacher necessary card,"Mystery,Romance,Thriller","In Paris in 1931, an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.",Gore Verbinski,"Ulrich MÃ¼he, Martina Gedeck,Sebastian Koch, Ulrich Tukur",2006,87,7.8,998549,15.6,49
1548,Past,"Comedy,Crime,Drama","The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance: However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a tyro in martial arts.",Patricia Riggen,"Abigail Breslin, Wes Bentley, Logan Huffman,Alexander Ludwig",1983,133,7.6,930946,867,
1549,Understand take test teach,"Drama,History,Thriller","Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.",Dito Montiel,"Seth Rogen, Elizabeth Banks, Craig Robinson, Gerry Bednob",2000,126,6.8,443073,215.16,65
1550,Add industry,"Action,Biography,Drama","In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",Whit Stillman,"Zac Efron, Matthew Perry, Leslie Mann, Thomas Lennon",2022,145,8.3,478165,309.48,71
1551,Chair executive think return,"Adventure,Fantasy,Mystery","In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",Allen Coulter,"Daniel Radcliffe, Emma Watson, Rupert Grint, Brendan Gleeson",2008,128,4.1,547177,165.55,44
1552,Full,"Drama,Musical,Romance","A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.",Lars von Trier,"ChloÃ« Grace Moretz, Matthew Zuk, Gabriela Lopez,Bailey Anne Borders",1996,110,7.1,626880,684.73,73
1553,Whole not others,"Comedy,Family,Fantasy","Two corrupt cops set out to blackmail and frame every criminal unfortunate enough to cross their path. Events, however, are complicated by the arrival of someone who appears to be even more dangerous than they are.",Sofia Coppola,"Patrick Wilson, Lena Headey, Ray Winstone,Richard Dreyfuss",1983,148,6.5,230342,802.15,29
1554,Campaign cause,"Drama,Mystery,War",A stuffy businessman finds himself trapped inside the body of his family's cat.,John Erick Dowdle,"Joaquin Phoenix, Josh Brolin, Owen Wilson,Katherine Waterston",2000,90,6,847881,469.09,23
1555,Marriage debate human,"Drama,History","An attorney, intent on climbing the career ladder toward success, finds an unlikely opponent in a manipulative criminal he is trying to prosecute.",Fede Alvarez,"Giuseppe Battiston, Anna Foglietta, Marco Giallini,Edoardo Leo",1986,141,4.8,117165,,43
1556,Group personal,"Comedy,Sci-Fi",A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,David Leveaux,"Brad Pitt, Cate Blanchett, Tilda Swinton, Julia Ormond",1990,141,5.3,581491,536.94,27
1557,Major particular child,"Comedy,Drama,Fantasy","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",Kenneth Branagh,"Rebecca Hall, Scarlett Johansson, Javier Bardem,Christopher Evan Welch",2017,112,5.6,378098,601.51,72
1558,Best star success,"Action,Drama,War","A chronicle of Max Perkins's time as the book editor at Scribner, where he oversaw works by Thomas Wolfe, Ernest Hemingway, F. Scott Fitzgerald and others.",Morten Tyldum,"Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Priyanka Moodley",2011,122,4.2,469841,27.74,100
1559,Age song,"Action,Drama,Sport","Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",Tom Hooper,"Kodi Smit-McPhee, ChloÃ« Grace Moretz, Richard Jenkins, Cara Buono",1988,134,7.3,183521,919.79,71
1560,Fall,"Comedy,Drama,Music","Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",Phillip Guzman,"Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn",2000,80,7.8,224683,843.8,35
1561,Away organization,"Action,Adventure,Fantasy","The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.",Antonio Campos,"Mark Wahlberg, Michael PeÃ±a, Rhona Mitra, Danny Glover",2004,105,5.8,426870,835.12,60
1562,Put form discover,"Comedy,Sci-Fi",Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,Tom Gormican,"Benjamin Walker, Teresa Palmer, Alexandra Daddario,Maggie Grace",2014,159,7.5,936213,286.95,89
1563,From all,"Comedy,Horror,Sci-Fi","While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",Scott Hicks,"Jake Gyllenhaal, Michael PeÃ±a, Anna Kendrick, America Ferrera",1991,153,5,948276,892.43,73
1564,Clearly toward someone,"Comedy,Drama,Romance","Marc (Tom Hughes) is diagnosed with a disease and is given one year left to live. Unable to accept his own end, he decides to freeze his body. Sixty years later, in the year 2084, he ... See full summary Â»",Justin Kurzel,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow,Don Cheadle",2018,158,7.7,599133,233.38,78
1565,Camera skin as,"Adventure,Comedy,Horror","After facing Shredder, who has joined forces with mad scientist Baxter Stockman and henchmen Bebop and Rocksteady to take over the world, the Turtles must confront an even greater nemesis: the notorious Krang.",David Bowers,"Quinton Aaron, Sandra Bullock, Tim McGraw,Jae Head",2000,162,4,860495,802.55,68
1566,Return under,"Crime,Drama,Fantasy",A look at the relationship between the famous physicist Stephen Hawking and his wife.,James Schamus,"Callan McAuliffe, Lorraine Nicholson, Daniel Eric Gold, Clifton Collins Jr.",1988,131,7.9,1743,891.63,37
1567,Though agent speak,"Action,Horror,Thriller","Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",Hannes Holm,"Kristen Stewart, Lars Eidinger, Sigrid Bouaziz,Anders Danielsen Lie",2004,101,5.4,330876,143.66,91
1568,Case security,"Comedy,Family,Romance",A stuffy businessman finds himself trapped inside the body of his family's cat.,Tate Taylor,"Tom Hiddleston, Jeremy Irons, Sienna Miller, Luke Evans",2021,105,6.1,245983,697.71,38
1569,Finally miss material right,"Fantasy,Horror,Thriller","A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",David O. Russell,"Denzel Washington, Russell Crowe, Chiwetel Ejiofor,Josh Brolin",2025,147,7.2,239994,,49
1570,Growth professor,Drama,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Jim Jarmusch,"Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo,Anthony Edwards",1998,97,4.2,211686,971.25,30
1571,American risk,"Action,Comedy,Crime","The infamous story of Benjamin Barker, a.k.a. Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",Shawn Levy,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",2017,81,5.1,48414,169.89,88
1572,Market suddenly,Drama,A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,Nick Cassavetes,"Dan Stevens, Malin Akerman, Oliver Platt, Kerry BishÃ©",1991,92,5.8,590721,118.07,54
1573,Size weight friend,Sci-Fi,A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.,Justin Simien,"Ben Stiller, Owen Wilson, PenÃ©lope Cruz, Will Ferrell",2019,163,4.2,574137,956.96,47
1574,Every official tax,"Horror,Mystery,Thriller",Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,Jonathan Liebesman,"Zach Galifianakis, Isla Fisher, Jon Hamm, Gal Gadot",2005,143,7.9,361374,101.98,
1575,Participant,"Animation,Action,Adventure","The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing Denmark, and later, Grendel's mother, who begins killing out of revenge.",Lars von Trier,"Michael Cera, Jonah Hill, Christopher Mintz-Plasse, Bill Hader",1991,136,6.6,715165,,56
1576,Type science,"Comedy,Drama,Musical","A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",David O. Russell,"Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn",2004,147,8.4,20546,613.48,31
1577,Turn,"Comedy,Drama,Romance",An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,Tim Burton,"Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero",2002,121,7.5,328558,987.88,27
1578,Night collection,"Animation,Action,Comedy","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",Oriol Paulo,"Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara",1999,148,5.2,96708,475.68,93
1579,Guy beyond beat,"Drama,Horror,Thriller","A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways imaginable.",Xavier Dolan,"Liam Neeson, Bradley Cooper, Sharlto Copley,Jessica Biel",2004,143,5.5,404970,673.41,37
